Ngay,Gia_Mua,Gia_Ban,Ty_Gia_USD,Gia_The_Gioi_USD,Nam,Thang,Chenh_Lech
2021-04-01,671130,731110,23117.16,24.63,2021,4,59980
2021-04-02,670380,730820,23103.17,24.63,2021,4,60440
2021-04-03,682720,741820,23110.33,25.0,2021,4,59100
2021-04-04,647140,708010,23100.59,23.87,2021,4,60870
2021-04-05,649160,709540,23147.96,23.87,2021,4,60380
2021-04-06,635380,694680,23118.95,23.4,2021,4,59300
2021-04-07,622120,680220,23107.86,22.92,2021,4,58100
2021-04-08,651290,712290,23121.5,23.99,2021,4,61000
2021-04-09,636910,695770,23116.53,23.44,2021,4,58860
2021-04-10,675740,737080,23114.84,24.83,2021,4,61340
2021-04-11,654830,714510,23127.29,24.06,2021,4,59680
2021-04-12,653780,714090,23129.38,24.04,2021,4,60310
2021-04-13,637430,698920,23109.99,23.55,2021,4,61490
2021-04-14,618040,679490,23109.24,22.9,2021,4,61450
2021-04-15,608820,668310,23113.68,22.52,2021,4,59490
2021-04-16,647790,706630,23083.21,23.84,2021,4,58840
2021-04-17,619290,680390,23094.94,22.94,2021,4,61100
2021-04-18,652380,712110,23138.11,23.97,2021,4,59730
2021-04-19,681080,739850,23142.21,24.9,2021,4,58770
2021-04-20,675850,737470,23113.73,24.85,2021,4,61620
2021-04-21,658190,716980,23126.05,24.14,2021,4,58790
2021-04-22,619960,678060,23122.0,22.84,2021,4,58100
2021-04-23,676060,734140,23163.44,24.68,2021,4,58080
2021-04-24,677980,738470,23133.99,24.86,2021,4,60490
2021-04-25,617910,678560,23115.2,22.86,2021,4,60650
2021-04-26,663480,722720,23102.72,24.36,2021,4,59240
2021-04-27,633290,692570,23092.89,23.36,2021,4,59280
2021-04-28,663060,722420,23119.97,24.33,2021,4,59360
2021-04-29,682540,743260,23105.5,25.05,2021,4,60720
2021-04-30,611990,670220,23095.45,22.6,2021,4,58230
2021-05-01,678930,740650,23107.01,24.96,2021,5,61720
2021-05-02,659090,717980,23100.42,24.2,2021,5,58890
2021-05-03,680360,742360,23141.88,24.98,2021,5,62000
2021-05-04,643370,702060,23129.73,23.64,2021,5,58690
2021-05-05,672110,733200,23116.32,24.7,2021,5,61090
2021-05-06,619740,678630,23138.57,22.84,2021,5,58890
2021-05-07,638930,697250,23117.46,23.49,2021,5,58320
2021-05-08,614940,676440,23103.31,22.8,2021,5,61500
2021-05-09,679490,740930,23139.01,24.94,2021,5,61440
2021-05-10,671680,731290,23124.18,24.63,2021,5,59610
2021-05-11,668180,728990,23100.47,24.58,2021,5,60810
2021-05-12,678570,738800,23113.1,24.89,2021,5,60230
2021-05-13,622170,683580,23102.76,23.04,2021,5,61410
2021-05-14,639860,699120,23095.08,23.57,2021,5,59260
2021-05-15,611490,671580,23129.65,22.61,2021,5,60090
2021-05-16,627940,687880,23144.33,23.15,2021,5,59940
2021-05-17,631580,691000,23094.64,23.3,2021,5,59420
2021-05-18,639320,700890,23123.99,23.6,2021,5,61570
2021-05-19,639320,697980,23105.72,23.53,2021,5,58660
2021-05-20,619940,678540,23108.1,22.87,2021,5,58600
2021-05-21,627160,687470,23106.46,23.17,2021,5,60310
2021-05-22,627720,688350,23102.31,23.2,2021,5,60630
2021-05-23,685530,744310,23115.93,25.08,2021,5,58780
2021-05-24,666710,726270,23102.67,24.48,2021,5,59560
2021-05-25,684500,746290,23119.13,25.14,2021,5,61790
2021-05-26,646010,705000,23114.25,23.75,2021,5,58990
2021-05-27,632520,693190,23111.35,23.36,2021,5,60670
2021-05-28,673950,734910,23101.25,24.77,2021,5,60960
2021-05-29,633130,692920,23106.14,23.35,2021,5,59790
2021-05-30,632990,694740,23126.06,23.4,2021,5,61750
2021-05-31,628320,689270,23122.17,23.22,2021,5,60950
2021-06-01,623340,683170,23099.93,23.03,2021,6,59830
2021-06-02,627040,687320,23116.01,23.16,2021,6,60280
2021-06-03,634580,695350,23125.72,23.42,2021,6,60770
2021-06-04,668210,728580,23089.34,24.57,2021,6,60370
2021-06-05,611150,672660,23122.47,22.66,2021,6,61510
2021-06-06,617920,677350,23104.31,22.83,2021,6,59430
2021-06-07,661800,721000,23122.74,24.28,2021,6,59200
2021-06-08,623870,682730,23102.66,23.01,2021,6,58860
2021-06-09,637820,695970,23086.97,23.48,2021,6,58150
2021-06-10,675220,733390,23089.56,24.74,2021,6,58170
2021-06-11,619750,681230,23114.63,22.95,2021,6,61480
2021-06-12,614480,675190,23117.73,22.75,2021,6,60710
2021-06-13,645800,706440,23100.2,23.82,2021,6,60640
2021-06-14,632400,692860,23123.28,23.33,2021,6,60460
2021-06-15,648690,710090,23088.71,23.95,2021,6,61400
2021-06-16,673350,733270,23112.57,24.71,2021,6,59920
2021-06-17,620030,681510,23095.33,22.98,2021,6,61480
2021-06-18,651880,711320,23103.65,23.98,2021,6,59440
2021-06-19,650300,712010,23114.07,23.99,2021,6,61710
2021-06-20,623420,684210,23100.38,23.07,2021,6,60790
2021-06-21,649990,709020,23107.45,23.9,2021,6,59030
2021-06-22,630690,690950,23128.25,23.27,2021,6,60260
2021-06-23,644130,704260,23104.43,23.74,2021,6,60130
2021-06-24,621920,680470,23125.55,22.92,2021,6,58550
2021-06-25,641650,702010,23096.0,23.67,2021,6,60360
2021-06-26,639170,698430,23120.82,23.53,2021,6,59260
2021-06-27,668480,726690,23134.43,24.46,2021,6,58210
2021-06-28,612250,674040,23075.67,22.75,2021,6,61790
2021-06-29,644310,704880,23100.72,23.76,2021,6,60570
2021-06-30,640020,701530,23121.26,23.63,2021,6,61510
2021-07-01,659380,720080,23109.49,24.27,2021,7,60700
2021-07-02,653010,712440,23118.03,24.0,2021,7,59430
2021-07-03,660480,720530,23103.34,24.29,2021,7,60050
2021-07-04,667290,727990,23113.63,24.53,2021,7,60700
2021-07-05,675470,737310,23109.93,24.85,2021,7,61840
2021-07-06,630700,689710,23129.71,23.22,2021,7,59010
2021-07-07,651280,712780,23115.94,24.01,2021,7,61500
2021-07-08,667820,729520,23117.12,24.58,2021,7,61700
2021-07-09,678740,739420,23105.81,24.92,2021,7,60680
2021-07-10,673460,735190,23104.6,24.78,2021,7,61730
2021-07-11,634890,694480,23105.36,23.41,2021,7,59590
2021-07-12,621760,683570,23117.7,23.03,2021,7,61810
2021-07-13,649200,710010,23105.4,23.93,2021,7,60810
2021-07-14,666260,724430,23115.99,24.41,2021,7,58170
2021-07-15,643220,704850,23142.71,23.72,2021,7,61630
2021-07-16,644620,704560,23124.57,23.73,2021,7,59940
2021-07-17,671330,731170,23106.55,24.64,2021,7,59840
2021-07-18,634960,695230,23129.39,23.41,2021,7,60270
2021-07-19,674440,733040,23105.18,24.71,2021,7,58600
2021-07-20,638920,698800,23080.66,23.58,2021,7,59880
2021-07-21,629910,691230,23096.04,23.31,2021,7,61320
2021-07-22,648520,706580,23083.03,23.84,2021,7,58060
2021-07-23,668900,727990,23105.75,24.54,2021,7,59090
2021-07-24,626090,684100,23111.24,23.05,2021,7,58010
2021-07-25,626270,685930,23136.04,23.09,2021,7,59660
2021-07-26,684730,745640,23115.73,25.12,2021,7,60910
2021-07-27,618860,680060,23107.47,22.92,2021,7,61200
2021-07-28,649970,711750,23123.13,23.97,2021,7,61780
2021-07-29,657620,718050,23077.45,24.23,2021,7,60430
2021-07-30,650290,709310,23114.08,23.9,2021,7,59020
2021-07-31,651820,713520,23122.04,24.03,2021,7,61700
2021-08-01,623730,684830,23088.23,23.1,2021,8,61100
2021-08-02,646370,706670,23127.5,23.8,2021,8,60300
2021-08-03,636590,697370,23115.35,23.49,2021,8,60780
2021-08-04,655820,717520,23103.98,24.19,2021,8,61700
2021-08-05,625710,686560,23119.63,23.13,2021,8,60850
2021-08-06,653170,712640,23144.13,23.98,2021,8,59470
2021-08-07,625720,686570,23112.73,23.13,2021,8,60850
2021-08-08,628690,686850,23113.65,23.14,2021,8,58160
2021-08-09,631940,691490,23102.97,23.31,2021,8,59550
2021-08-10,622940,682570,23097.05,23.01,2021,8,59630
2021-08-11,679950,738620,23122.18,24.88,2021,8,58670
2021-08-12,627190,685280,23096.82,23.11,2021,8,58090
2021-08-13,677440,735970,23110.66,24.8,2021,8,58530
2021-08-14,687430,748050,23102.36,25.22,2021,8,60620
2021-08-15,646590,707800,23116.64,23.84,2021,8,61210
2021-08-16,614770,676720,23114.39,22.8,2021,8,61950
2021-08-17,633760,693150,23124.88,23.34,2021,8,59390
2021-08-18,673020,733420,23101.6,24.72,2021,8,60400
2021-08-19,632370,694120,23105.13,23.4,2021,8,61750
2021-08-20,616520,675190,23094.43,22.77,2021,8,58670
2021-08-21,647030,707900,23102.38,23.86,2021,8,60870
2021-08-22,676110,737130,23114.63,24.84,2021,8,61020
2021-08-23,670000,728360,23120.26,24.53,2021,8,58360
2021-08-24,625920,687360,23095.0,23.18,2021,8,61440
2021-08-25,655640,716890,23121.81,24.15,2021,8,61250
2021-08-26,636190,694320,23129.03,23.38,2021,8,58130
2021-08-27,627610,685970,23114.83,23.11,2021,8,58360
2021-08-28,679950,738150,23136.71,24.85,2021,8,58200
2021-08-29,637150,696490,23096.89,23.48,2021,8,59340
2021-08-30,626590,686630,23089.75,23.16,2021,8,60040
2021-08-31,614180,674310,23081.68,22.75,2021,8,60130
2021-09-01,673370,732440,23130.73,24.66,2021,9,59070
2021-09-02,670170,731820,23118.03,24.65,2021,9,61650
2021-09-03,657040,716510,23107.32,24.15,2021,9,59470
2021-09-04,663360,721540,23112.28,24.31,2021,9,58180
2021-09-05,621060,680260,23091.13,22.94,2021,9,59200
2021-09-06,647840,707960,23144.63,23.82,2021,9,60120
2021-09-07,633940,693570,23109.82,23.37,2021,9,59630
2021-09-08,615600,674700,23109.45,22.74,2021,9,59100
2021-09-09,653120,711650,23118.63,23.97,2021,9,58530
2021-09-10,679440,740720,23114.89,24.96,2021,9,61280
2021-09-11,611980,673960,23110.96,22.71,2021,9,61980
2021-09-12,632520,691840,23095.68,23.33,2021,9,59320
2021-09-13,633010,692540,23114.54,23.33,2021,9,59530
2021-09-14,623480,683950,23135.63,23.02,2021,9,60470
2021-09-15,679360,740230,23127.51,24.93,2021,9,60870
2021-09-16,640380,699950,23131.16,23.57,2021,9,59570
2021-09-17,646830,708450,23099.52,23.88,2021,9,61620
2021-09-18,668300,728540,23092.28,24.57,2021,9,60240
2021-09-19,620730,680530,23105.17,22.94,2021,9,59800
2021-09-20,654980,715570,23107.82,24.12,2021,9,60590
2021-09-21,640560,702370,23123.33,23.66,2021,9,61810
2021-09-22,661050,722230,23081.46,24.37,2021,9,61180
2021-09-23,684860,743020,23129.72,25.02,2021,9,58160
2021-09-24,665850,725180,23104.34,24.44,2021,9,59330
2021-09-25,648330,708210,23100.24,23.88,2021,9,59880
2021-09-26,670950,730210,23091.39,24.63,2021,9,59260
2021-09-27,615250,676050,23081.68,22.81,2021,9,60800
2021-09-28,613420,674730,23118.79,22.73,2021,9,61310
2021-09-29,622310,683240,23107.47,23.03,2021,9,60930
2021-09-30,634580,696540,23086.95,23.5,2021,9,61960
2021-10-01,648050,707140,23086.81,23.85,2021,10,59090
2021-10-02,665280,726780,23101.13,24.5,2021,10,61500
2021-10-03,678520,739590,23131.13,24.9,2021,10,61070
2021-10-04,642510,701960,23102.13,23.66,2021,10,59450
2021-10-05,644630,705570,23083.41,23.8,2021,10,60940
2021-10-06,613090,671510,23102.2,22.64,2021,10,58420
2021-10-07,611190,672350,23101.73,22.67,2021,10,61160
2021-10-08,647530,707660,23065.3,23.89,2021,10,60130
2021-10-09,650660,709830,23104.87,23.93,2021,10,59170
2021-10-10,667220,727840,23102.15,24.54,2021,10,60620
2021-10-11,623990,684560,23115.99,23.06,2021,10,60570
2021-10-12,611930,670770,23133.21,22.58,2021,10,58840
2021-10-13,639400,697520,23122.31,23.49,2021,10,58120
2021-10-14,626400,686130,23101.31,23.13,2021,10,59730
2021-10-15,612580,672860,23088.68,22.7,2021,10,60280
2021-10-16,662400,723910,23143.81,24.36,2021,10,61510
2021-10-17,608140,669850,23106.03,22.58,2021,10,61710
2021-10-18,649360,709480,23105.28,23.91,2021,10,60120
2021-10-19,631920,692940,23104.64,23.36,2021,10,61020
2021-10-20,618060,677820,23107.9,22.84,2021,10,59760
2021-10-21,640960,701940,23102.7,23.66,2021,10,60980
2021-10-22,669010,727830,23096.19,24.54,2021,10,58820
2021-10-23,640870,700350,23096.52,23.61,2021,10,59480
2021-10-24,667990,728530,23104.17,24.56,2021,10,60540
2021-10-25,622160,680230,23096.44,22.94,2021,10,58070
2021-10-26,670630,731520,23093.83,24.67,2021,10,60890
2021-10-27,629020,690360,23106.05,23.27,2021,10,61340
2021-10-28,658120,717720,23100.56,24.2,2021,10,59600
2021-10-29,650020,709810,23126.87,23.9,2021,10,59790
2021-10-30,683810,745220,23064.48,25.16,2021,10,61410
2021-10-31,639890,700990,23120.55,23.61,2021,10,61100
2021-11-01,615280,674430,23122.8,22.71,2021,11,59150
2021-11-02,611280,670580,23072.94,22.63,2021,11,59300
2021-11-03,666770,727490,23098.83,24.53,2021,11,60720
2021-11-04,642880,703130,23098.33,23.71,2021,11,60250
2021-11-05,663060,721710,23082.72,24.35,2021,11,58650
2021-11-06,622500,681740,23092.1,22.99,2021,11,59240
2021-11-07,631830,693430,23087.04,23.39,2021,11,61600
2021-11-08,612790,673540,23129.91,22.68,2021,11,60750
2021-11-09,681160,743100,23117.6,25.03,2021,11,61940
2021-11-10,659930,721000,23122.57,24.28,2021,11,61070
2021-11-11,674280,736050,23114.25,24.8,2021,11,61770
2021-11-12,634330,693190,23086.42,23.38,2021,11,58860
2021-11-13,647920,709010,23095.42,23.91,2021,11,61090
2021-11-14,667800,725880,23110.56,24.46,2021,11,58080
2021-11-15,636670,697350,23084.82,23.53,2021,11,60680
2021-11-16,669400,729280,23113.78,24.57,2021,11,59880
2021-11-17,682400,741790,23099.41,25.01,2021,11,59390
2021-11-18,678120,739570,23097.32,24.94,2021,11,61450
2021-11-19,664530,725950,23113.54,24.46,2021,11,61420
2021-11-20,635180,693270,23109.47,23.36,2021,11,58090
2021-11-21,630190,690630,23097.33,23.29,2021,11,60440
2021-11-22,688200,747670,23120.06,25.18,2021,11,59470
2021-11-23,614220,673880,23086.39,22.73,2021,11,59660
2021-11-24,661820,723150,23111.77,24.37,2021,11,61330
2021-11-25,666720,725960,23111.36,24.46,2021,11,59240
2021-11-26,655360,717130,23097.75,24.18,2021,11,61770
2021-11-27,681260,739980,23107.22,24.94,2021,11,58720
2021-11-28,633280,693930,23083.49,23.41,2021,11,60650
2021-11-29,636550,697240,23116.05,23.49,2021,11,60690
2021-11-30,612410,671420,23099.35,22.64,2021,11,59010
2021-12-01,649890,709190,23094.21,23.92,2021,12,59300
2021-12-02,629480,690820,23117.72,23.27,2021,12,61340
2021-12-03,634880,695930,23091.35,23.47,2021,12,61050
2021-12-04,670070,729390,23080.72,24.61,2021,12,59320
2021-12-05,680580,740720,23078.43,25.0,2021,12,60140
2021-12-06,629070,687320,23110.8,23.16,2021,12,58250
2021-12-07,630540,689370,23082.44,23.26,2021,12,58830
2021-12-08,686990,746930,23127.9,25.15,2021,12,59940
2021-12-09,616480,674820,23070.28,22.78,2021,12,58340
2021-12-10,616670,678040,23126.89,22.83,2021,12,61370
2021-12-11,623510,684380,23104.54,23.07,2021,12,60870
2021-12-12,659350,721120,23099.85,24.31,2021,12,61770
2021-12-13,621810,682580,23093.06,23.02,2021,12,60770
2021-12-14,683650,745410,23107.15,25.12,2021,12,61760
2021-12-15,642440,702660,23100.53,23.69,2021,12,60220
2021-12-16,642070,702470,23117.58,23.66,2021,12,60400
2021-12-17,626470,688380,23102.67,23.2,2021,12,61910
2021-12-18,646410,706980,23103.14,23.83,2021,12,60570
2021-12-19,656810,714930,23095.37,24.11,2021,12,58120
2021-12-20,667620,728520,23099.9,24.56,2021,12,60900
2021-12-21,666250,727870,23105.3,24.53,2021,12,61620
2021-12-22,654630,715810,23074.96,24.16,2021,12,61180
2021-12-23,677310,737650,23080.33,24.89,2021,12,60340
2021-12-24,668800,729490,23111.63,24.58,2021,12,60690
2021-12-25,666560,728520,23102.97,24.56,2021,12,61960
2021-12-26,611130,669490,23097.58,22.57,2021,12,58360
2021-12-27,601950,662620,23100.55,22.34,2021,12,60670
2021-12-28,625020,684150,23105.42,23.06,2021,12,59130
2021-12-29,654700,715260,23092.04,24.12,2021,12,60560
2021-12-30,644020,704450,23088.39,23.76,2021,12,60430
2021-12-31,647380,705990,23102.94,23.8,2021,12,58610
2022-01-01,754360,813190,23091.06,27.43,2022,1,58830
2022-01-02,744030,804520,23117.6,27.1,2022,1,60490
2022-01-03,745230,803740,23091.67,27.11,2022,1,58510
2022-01-04,698240,757300,23138.39,25.49,2022,1,59060
2022-01-05,725160,786500,23135.78,26.47,2022,1,61340
2022-01-06,694610,753920,23138.27,25.37,2022,1,59310
2022-01-07,685260,745210,23154.9,25.06,2022,1,59950
2022-01-08,684880,746640,23170.88,25.09,2022,1,61760
2022-01-09,699990,758900,23166.85,25.51,2022,1,58910
2022-01-10,708380,767940,23129.76,25.86,2022,1,59560
2022-01-11,738150,798580,23143.92,26.87,2022,1,60430
2022-01-12,681990,743010,23159.48,24.98,2022,1,61020
2022-01-13,728950,790560,23174.98,26.57,2022,1,61610
2022-01-14,713540,775200,23188.09,26.04,2022,1,61660
2022-01-15,690420,751530,23175.18,25.25,2022,1,61110
2022-01-16,716020,774930,23194.6,26.02,2022,1,58910
2022-01-17,699430,757530,23186.21,25.44,2022,1,58100
2022-01-18,722680,782220,23194.11,26.26,2022,1,59540
2022-01-19,701820,760390,23187.92,25.54,2022,1,58570
2022-01-20,686270,747110,23200.91,25.08,2022,1,60840
2022-01-21,678920,739560,23200.22,24.83,2022,1,60640
2022-01-22,717820,776000,23211.59,26.04,2022,1,58180
2022-01-23,745920,807270,23247.77,27.04,2022,1,61350
2022-01-24,702280,761270,23223.46,25.53,2022,1,58990
2022-01-25,735190,794920,23282.93,26.59,2022,1,59730
2022-01-26,725220,785890,23256.58,26.32,2022,1,60670
2022-01-27,749220,808940,23257.69,27.09,2022,1,59720
2022-01-28,741330,801100,23247.78,26.84,2022,1,59770
2022-01-29,722020,780280,23276.9,26.11,2022,1,58260
2022-01-30,727760,787370,23263.5,26.36,2022,1,59610
2022-01-31,742440,803500,23279.7,26.88,2022,1,61060
2022-02-01,688220,749880,23322.01,25.04,2022,2,61660
2022-02-02,695710,755360,23287.9,25.26,2022,2,59650
2022-02-03,676190,735880,23312.32,24.58,2022,2,59690
2022-02-04,739360,800170,23290.27,26.76,2022,2,60810
2022-02-05,737030,798800,23306.03,26.69,2022,2,61770
2022-02-06,686060,745130,23338.86,24.86,2022,2,59070
2022-02-07,719610,779370,23308.63,26.04,2022,2,59760
2022-02-08,698010,759190,23350.96,25.32,2022,2,61180
2022-02-09,675550,735990,23340.12,24.56,2022,2,60440
2022-02-10,755880,814320,23326.81,27.19,2022,2,58440
2022-02-11,687900,748410,23350.47,24.96,2022,2,60510
2022-02-12,682950,741700,23361.31,24.73,2022,2,58750
2022-02-13,717060,777100,23361.79,25.9,2022,2,60040
2022-02-14,734100,794220,23334.64,26.51,2022,2,60120
2022-02-15,665970,727470,23353.03,24.26,2022,2,61500
2022-02-16,725350,785200,23365.96,26.17,2022,2,59850
2022-02-17,706530,765650,23374.29,25.51,2022,2,59120
2022-02-18,681060,739980,23390.46,24.64,2022,2,58920
2022-02-19,680660,742160,23389.55,24.71,2022,2,61500
2022-02-20,716690,775370,23372.59,25.84,2022,2,58680
2022-02-21,702010,761710,23404.06,25.35,2022,2,59700
2022-02-22,756670,815420,23413.26,27.12,2022,2,58750
2022-02-23,734160,795250,23418.23,26.45,2022,2,61090
2022-02-24,747060,806960,23431.79,26.82,2022,2,59900
2022-02-25,691980,751380,23433.82,24.97,2022,2,59400
2022-02-26,751510,810950,23433.94,26.95,2022,2,59440
2022-02-27,701150,762560,23431.73,25.34,2022,2,61410
2022-02-28,698340,758560,23413.61,25.23,2022,2,60220
2022-03-01,680090,740960,23450.71,24.61,2022,3,60870
2022-03-02,673340,734930,23453.12,24.4,2022,3,61590
2022-03-03,730720,792330,23459.81,26.3,2022,3,61610
2022-03-04,705220,764530,23442.32,25.4,2022,3,59310
2022-03-05,684840,746650,23451.0,24.8,2022,3,61810
2022-03-06,721550,779650,23488.75,25.85,2022,3,58100
2022-03-07,691610,751120,23478.1,24.91,2022,3,59510
2022-03-08,724450,786030,23494.65,26.05,2022,3,61580
2022-03-09,696530,755630,23490.59,25.05,2022,3,59100
2022-03-10,739020,798110,23496.35,26.45,2022,3,59090
2022-03-11,737150,796360,23515.71,26.37,2022,3,59210
2022-03-12,710510,770960,23499.64,25.55,2022,3,60450
2022-03-13,699350,759100,23514.56,25.14,2022,3,59750
2022-03-14,700390,761300,23511.92,25.22,2022,3,60910
2022-03-15,736280,797860,23518.07,26.42,2022,3,61580
2022-03-16,700440,761140,23525.69,25.2,2022,3,60700
2022-03-17,691320,750140,23539.4,24.82,2022,3,58820
2022-03-18,672500,734230,23534.62,24.3,2022,3,61730
2022-03-19,714520,773580,23566.38,25.56,2022,3,59060
2022-03-20,712330,770930,23539.86,25.5,2022,3,58600
2022-03-21,737900,796260,23556.21,26.32,2022,3,58360
2022-03-22,690550,750800,23558.16,24.82,2022,3,60250
2022-03-23,708220,766680,23592.2,25.31,2022,3,58460
2022-03-24,744960,803520,23579.18,26.54,2022,3,58560
2022-03-25,742400,801600,23597.44,26.45,2022,3,59200
2022-03-26,705460,764590,23565.42,25.27,2022,3,59130
2022-03-27,710440,770860,23597.45,25.44,2022,3,60420
2022-03-28,701960,763230,23612.52,25.17,2022,3,61270
2022-03-29,743670,804720,23606.15,26.55,2022,3,61050
2022-03-30,676910,735960,23626.64,24.26,2022,3,59050
2022-03-31,747360,806340,23608.63,26.6,2022,3,58980
2022-04-01,721280,783140,23643.27,25.8,2022,4,61860
2022-04-02,720000,778030,23662.35,25.61,2022,4,58030
2022-04-03,676520,738040,23628.16,24.33,2022,4,61520
2022-04-04,711360,770160,23632.66,25.38,2022,4,58800
2022-04-05,699940,761730,23666.88,25.07,2022,4,61790
2022-04-06,682220,741590,23674.51,24.39,2022,4,59370
2022-04-07,728790,788550,23648.71,25.97,2022,4,59760
2022-04-08,753140,813970,23655.99,26.8,2022,4,60830
2022-04-09,720290,780640,23663.81,25.69,2022,4,60350
2022-04-10,729210,788480,23653.6,25.96,2022,4,59270
2022-04-11,675160,735380,23665.73,24.2,2022,4,60220
2022-04-12,703600,764520,23670.18,25.15,2022,4,60920
2022-04-13,680840,739010,23679.47,24.3,2022,4,58170
2022-04-14,727090,785130,23696.2,25.8,2022,4,58040
2022-04-15,744830,804660,23705.97,26.43,2022,4,59830
2022-04-16,734270,792800,23731.45,26.02,2022,4,58530
2022-04-17,673070,733730,23698.96,24.11,2022,4,60660
2022-04-18,702680,761540,23734.44,24.99,2022,4,58860
2022-04-19,719890,779620,23722.2,25.59,2022,4,59730
2022-04-20,704120,762910,23730.41,25.04,2022,4,58790
2022-04-21,738400,798590,23747.01,26.19,2022,4,60190
2022-04-22,740780,799240,23725.78,26.23,2022,4,58460
2022-04-23,724710,782800,23754.1,25.66,2022,4,58090
2022-04-24,701460,759660,23756.6,24.9,2022,4,58200
2022-04-25,690600,752420,23767.22,24.65,2022,4,61820
2022-04-26,676110,734680,23769.91,24.07,2022,4,58570
2022-04-27,698620,759450,23808.14,24.84,2022,4,60830
2022-04-28,704650,762920,23767.48,25.0,2022,4,58270
2022-04-29,725350,783780,23774.82,25.67,2022,4,58430
2022-04-30,719080,779120,23779.18,25.52,2022,4,60040
2022-05-01,676710,736570,23785.93,24.12,2022,5,59860
2022-05-02,702500,764310,23790.44,25.02,2022,5,61810
2022-05-03,682670,744450,23823.57,24.34,2022,5,61780
2022-05-04,682830,743950,23832.78,24.31,2022,5,61120
2022-05-05,742960,803370,23808.65,26.28,2022,5,60410
2022-05-06,684770,744590,23810.47,24.35,2022,5,59820
2022-05-07,707220,766640,23835.76,25.05,2022,5,59420
2022-05-08,681310,743100,23826.14,24.29,2022,5,61790
2022-05-09,741640,802050,23849.66,26.19,2022,5,60410
2022-05-10,719000,779320,23848.95,25.45,2022,5,60320
2022-05-11,685720,744650,23828.9,24.34,2022,5,58930
2022-05-12,715520,773710,23880.59,25.23,2022,5,58190
2022-05-13,730220,792000,23890.05,25.82,2022,5,61780
2022-05-14,756350,815600,23859.66,26.62,2022,5,59250
2022-05-15,689700,749470,23868.77,24.45,2022,5,59770
2022-05-16,744380,802840,23884.62,26.18,2022,5,58460
2022-05-17,746320,807670,23891.08,26.33,2022,5,61350
2022-05-18,748410,806520,23901.68,26.28,2022,5,58110
2022-05-19,720210,781550,23927.69,25.44,2022,5,61340
2022-05-20,730170,788730,23900.62,25.7,2022,5,58560
2022-05-21,705410,766960,23897.04,24.99,2022,5,61550
2022-05-22,735050,795970,23894.06,25.94,2022,5,60920
2022-05-23,718300,776960,23909.53,25.31,2022,5,58660
2022-05-24,723090,783350,23925.73,25.5,2022,5,60260
2022-05-25,702680,761930,23958.89,24.77,2022,5,59250
2022-05-26,732560,791270,23929.94,25.75,2022,5,58710
2022-05-27,739040,800480,23946.8,26.03,2022,5,61440
2022-05-28,681020,740630,23948.93,24.08,2022,5,59610
2022-05-29,739310,798900,23972.74,25.95,2022,5,59590
2022-05-30,720190,778870,23998.56,25.27,2022,5,58680
2022-05-31,740630,800160,23958.43,26.01,2022,5,59530
2022-06-01,704070,765560,23964.79,24.88,2022,6,61490
2022-06-02,704520,763970,23993.53,24.8,2022,6,59450
2022-06-03,741420,803230,23993.83,26.07,2022,6,61810
2022-06-04,685180,746970,24017.04,24.22,2022,6,61790
2022-06-05,744050,802630,24003.84,26.04,2022,6,58580
2022-06-06,710960,769670,23995.43,24.98,2022,6,58710
2022-06-07,711680,773130,24015.42,25.07,2022,6,61450
2022-06-08,690330,749900,24028.93,24.3,2022,6,59570
2022-06-09,726100,784120,24030.34,25.41,2022,6,58020
2022-06-10,695480,754580,24031.38,24.45,2022,6,59100
2022-06-11,674090,734480,24045.51,23.79,2022,6,60390
2022-06-12,695150,756350,24052.79,24.49,2022,6,61200
2022-06-13,667720,726250,24061.72,23.51,2022,6,58530
2022-06-14,748160,806600,24056.45,26.11,2022,6,58440
2022-06-15,749950,811640,24049.95,26.28,2022,6,61690
2022-06-16,700070,761070,24060.4,24.63,2022,6,61000
2022-06-17,728260,788620,24082.03,25.5,2022,6,60360
2022-06-18,699200,760280,24057.42,24.61,2022,6,61080
2022-06-19,724570,784290,24080.94,25.36,2022,6,59720
2022-06-20,734460,795490,24075.25,25.73,2022,6,61030
2022-06-21,750710,810200,24087.32,26.19,2022,6,59490
2022-06-22,703750,762730,24111.8,24.63,2022,6,58980
2022-06-23,742910,803830,24101.23,25.97,2022,6,60920
2022-06-24,688890,748570,24104.79,24.18,2022,6,59680
2022-06-25,752790,814720,24089.44,26.34,2022,6,61930
2022-06-26,677140,736540,24126.77,23.77,2022,6,59400
2022-06-27,717750,779440,24130.99,25.15,2022,6,61690
2022-06-28,721150,782880,24159.5,25.24,2022,6,61730
2022-06-29,730030,789000,24128.17,25.47,2022,6,58970
2022-06-30,681360,742550,24141.81,23.95,2022,6,61190
2022-07-01,753630,813360,24148.0,26.23,2022,7,59730
2022-07-02,685000,746670,24173.66,24.05,2022,7,61670
2022-07-03,723950,783750,24154.31,25.27,2022,7,59800
2022-07-04,683520,744500,24165.66,23.99,2022,7,60980
2022-07-05,698470,758340,24176.33,24.43,2022,7,59870
2022-07-06,717880,776790,24175.75,25.02,2022,7,58910
2022-07-07,699990,758790,24171.99,24.45,2022,7,58800
2022-07-08,683720,743420,24187.34,23.94,2022,7,59700
